CELL	chrom	start	end	CN states
leaf1	chr_10	71000000	72000000	1,1
leaf2	chr_10	71000000	72000000	1,1
leaf3	chr_10	71000000	72000000	1,1
leaf4	chr_10	71000000	72000000	1,1
leaf5	chr_10	71000000	72000000	1,1
leaf6	chr_10	71000000	72000000	1,1
leaf7	chr_10	71000000	72000000	1,1
leaf8	chr_10	71000000	72000000	1,1
leaf9	chr_10	71000000	72000000	1,1
leaf10	chr_10	71000000	72000000	1,1
leaf1	chr_10	72000000	73000000	1,1
leaf2	chr_10	72000000	73000000	1,1
leaf3	chr_10	72000000	73000000	1,1
leaf4	chr_10	72000000	73000000	1,1
leaf5	chr_10	72000000	73000000	1,1
leaf6	chr_10	72000000	73000000	1,1
leaf7	chr_10	72000000	73000000	1,1
leaf8	chr_10	72000000	73000000	1,1
leaf9	chr_10	72000000	73000000	1,1
leaf10	chr_10	72000000	73000000	1,1
leaf1	chr_10	73000000	74000000	1,1
leaf2	chr_10	73000000	74000000	1,1
leaf3	chr_10	73000000	74000000	1,1
leaf4	chr_10	73000000	74000000	1,1
leaf5	chr_10	73000000	74000000	1,1
leaf6	chr_10	73000000	74000000	1,1
leaf7	chr_10	73000000	74000000	1,1
leaf8	chr_10	73000000	74000000	1,1
leaf9	chr_10	73000000	74000000	1,1
leaf10	chr_10	73000000	74000000	1,1
leaf1	chr_10	74000000	75000000	1,1
leaf2	chr_10	74000000	75000000	1,1
leaf3	chr_10	74000000	75000000	1,1
leaf4	chr_10	74000000	75000000	1,1
leaf5	chr_10	74000000	75000000	1,1
leaf6	chr_10	74000000	75000000	1,1
leaf7	chr_10	74000000	75000000	1,1
leaf8	chr_10	74000000	75000000	1,1
leaf9	chr_10	74000000	75000000	1,1
leaf10	chr_10	74000000	75000000	1,1
leaf1	chr_10	75000000	76000000	1,1
leaf2	chr_10	75000000	76000000	1,1
leaf3	chr_10	75000000	76000000	1,1
leaf4	chr_10	75000000	76000000	1,1
leaf5	chr_10	75000000	76000000	1,1
leaf6	chr_10	75000000	76000000	1,1
leaf7	chr_10	75000000	76000000	1,1
leaf8	chr_10	75000000	76000000	1,1
leaf9	chr_10	75000000	76000000	1,1
leaf10	chr_10	75000000	76000000	1,1
leaf1	chr_10	76000000	77000000	1,1
leaf2	chr_10	76000000	77000000	1,1
leaf3	chr_10	76000000	77000000	1,1
leaf4	chr_10	76000000	77000000	1,1
leaf5	chr_10	76000000	77000000	1,1
leaf6	chr_10	76000000	77000000	1,1
leaf7	chr_10	76000000	77000000	1,1
leaf8	chr_10	76000000	77000000	1,1
leaf9	chr_10	76000000	77000000	1,1
leaf10	chr_10	76000000	77000000	1,1
leaf1	chr_10	77000000	78000000	1,1
leaf2	chr_10	77000000	78000000	1,1
leaf3	chr_10	77000000	78000000	1,1
leaf4	chr_10	77000000	78000000	1,1
leaf5	chr_10	77000000	78000000	1,1
leaf6	chr_10	77000000	78000000	1,1
leaf7	chr_10	77000000	78000000	1,1
leaf8	chr_10	77000000	78000000	1,1
leaf9	chr_10	77000000	78000000	1,1
leaf10	chr_10	77000000	78000000	1,1
leaf1	chr_10	78000000	79000000	1,1
leaf2	chr_10	78000000	79000000	1,1
leaf3	chr_10	78000000	79000000	1,1
leaf4	chr_10	78000000	79000000	1,1
leaf5	chr_10	78000000	79000000	1,1
leaf6	chr_10	78000000	79000000	1,1
leaf7	chr_10	78000000	79000000	1,1
leaf8	chr_10	78000000	79000000	1,1
leaf9	chr_10	78000000	79000000	1,1
leaf10	chr_10	78000000	79000000	1,1
leaf1	chr_10	79000000	80000000	1,1
leaf2	chr_10	79000000	80000000	1,1
leaf3	chr_10	79000000	80000000	1,1
leaf4	chr_10	79000000	80000000	1,1
leaf5	chr_10	79000000	80000000	1,1
leaf6	chr_10	79000000	80000000	1,1
leaf7	chr_10	79000000	80000000	1,1
leaf8	chr_10	79000000	80000000	1,1
leaf9	chr_10	79000000	80000000	1,1
leaf10	chr_10	79000000	80000000	1,1
leaf1	chr_10	80000000	81000000	1,1
leaf2	chr_10	80000000	81000000	1,1
leaf3	chr_10	80000000	81000000	1,1
leaf4	chr_10	80000000	81000000	1,1
leaf5	chr_10	80000000	81000000	1,1
leaf6	chr_10	80000000	81000000	1,1
leaf7	chr_10	80000000	81000000	1,1
leaf8	chr_10	80000000	81000000	1,1
leaf9	chr_10	80000000	81000000	1,1
leaf10	chr_10	80000000	81000000	1,1
leaf1	chr_10	81000000	82000000	1,1
leaf2	chr_10	81000000	82000000	1,1
leaf3	chr_10	81000000	82000000	1,1
leaf4	chr_10	81000000	82000000	1,1
leaf5	chr_10	81000000	82000000	1,1
leaf6	chr_10	81000000	82000000	1,1
leaf7	chr_10	81000000	82000000	1,1
leaf8	chr_10	81000000	82000000	1,1
leaf9	chr_10	81000000	82000000	1,1
leaf10	chr_10	81000000	82000000	1,1
leaf1	chr_10	82000000	83000000	1,1
leaf2	chr_10	82000000	83000000	1,1
leaf3	chr_10	82000000	83000000	1,1
leaf4	chr_10	82000000	83000000	1,1
leaf5	chr_10	82000000	83000000	1,1
leaf6	chr_10	82000000	83000000	1,1
leaf7	chr_10	82000000	83000000	1,1
leaf8	chr_10	82000000	83000000	1,1
leaf9	chr_10	82000000	83000000	1,1
leaf10	chr_10	82000000	83000000	1,1
leaf1	chr_10	83000000	84000000	1,1
leaf2	chr_10	83000000	84000000	1,1
leaf3	chr_10	83000000	84000000	1,1
leaf4	chr_10	83000000	84000000	1,1
leaf5	chr_10	83000000	84000000	1,1
leaf6	chr_10	83000000	84000000	1,1
leaf7	chr_10	83000000	84000000	1,1
leaf8	chr_10	83000000	84000000	1,1
leaf9	chr_10	83000000	84000000	1,1
leaf10	chr_10	83000000	84000000	1,1
leaf1	chr_10	84000000	85000000	1,1
leaf2	chr_10	84000000	85000000	1,1
leaf3	chr_10	84000000	85000000	1,1
leaf4	chr_10	84000000	85000000	1,1
leaf5	chr_10	84000000	85000000	1,1
leaf6	chr_10	84000000	85000000	1,1
leaf7	chr_10	84000000	85000000	1,1
leaf8	chr_10	84000000	85000000	1,1
leaf9	chr_10	84000000	85000000	1,1
leaf10	chr_10	84000000	85000000	1,1
leaf1	chr_10	85000000	86000000	1,1
leaf2	chr_10	85000000	86000000	1,1
leaf3	chr_10	85000000	86000000	1,1
leaf4	chr_10	85000000	86000000	1,1
leaf5	chr_10	85000000	86000000	1,1
leaf6	chr_10	85000000	86000000	1,1
leaf7	chr_10	85000000	86000000	1,1
leaf8	chr_10	85000000	86000000	1,1
leaf9	chr_10	85000000	86000000	1,1
leaf10	chr_10	85000000	86000000	1,1
leaf1	chr_10	86000000	87000000	1,1
leaf2	chr_10	86000000	87000000	1,1
leaf3	chr_10	86000000	87000000	1,1
leaf4	chr_10	86000000	87000000	1,1
leaf5	chr_10	86000000	87000000	1,1
leaf6	chr_10	86000000	87000000	1,1
leaf7	chr_10	86000000	87000000	1,1
leaf8	chr_10	86000000	87000000	1,1
leaf9	chr_10	86000000	87000000	1,1
leaf10	chr_10	86000000	87000000	1,1
leaf1	chr_10	87000000	88000000	1,1
leaf2	chr_10	87000000	88000000	1,1
leaf3	chr_10	87000000	88000000	1,1
leaf4	chr_10	87000000	88000000	1,1
leaf5	chr_10	87000000	88000000	1,1
leaf6	chr_10	87000000	88000000	1,1
leaf7	chr_10	87000000	88000000	1,1
leaf8	chr_10	87000000	88000000	1,1
leaf9	chr_10	87000000	88000000	1,1
leaf10	chr_10	87000000	88000000	1,1
leaf1	chr_10	88000000	89000000	1,1
leaf2	chr_10	88000000	89000000	1,1
leaf3	chr_10	88000000	89000000	1,1
leaf4	chr_10	88000000	89000000	1,1
leaf5	chr_10	88000000	89000000	1,1
leaf6	chr_10	88000000	89000000	1,1
leaf7	chr_10	88000000	89000000	1,1
leaf8	chr_10	88000000	89000000	1,1
leaf9	chr_10	88000000	89000000	1,1
leaf10	chr_10	88000000	89000000	1,1
leaf1	chr_10	89000000	90000000	1,1
leaf2	chr_10	89000000	90000000	1,1
leaf3	chr_10	89000000	90000000	1,1
leaf4	chr_10	89000000	90000000	1,1
leaf5	chr_10	89000000	90000000	1,1
leaf6	chr_10	89000000	90000000	1,1
leaf7	chr_10	89000000	90000000	1,1
leaf8	chr_10	89000000	90000000	1,1
leaf9	chr_10	89000000	90000000	1,1
leaf10	chr_10	89000000	90000000	1,1
leaf1	chr_10	90000000	91000000	1,1
leaf2	chr_10	90000000	91000000	1,1
leaf3	chr_10	90000000	91000000	1,1
leaf4	chr_10	90000000	91000000	1,1
leaf5	chr_10	90000000	91000000	1,1
leaf6	chr_10	90000000	91000000	1,1
leaf7	chr_10	90000000	91000000	1,1
leaf8	chr_10	90000000	91000000	1,1
leaf9	chr_10	90000000	91000000	1,1
leaf10	chr_10	90000000	91000000	1,1
leaf1	chr_10	91000000	92000000	1,1
leaf2	chr_10	91000000	92000000	1,1
leaf3	chr_10	91000000	92000000	1,1
leaf4	chr_10	91000000	92000000	1,1
leaf5	chr_10	91000000	92000000	1,1
leaf6	chr_10	91000000	92000000	1,1
leaf7	chr_10	91000000	92000000	1,1
leaf8	chr_10	91000000	92000000	1,1
leaf9	chr_10	91000000	92000000	1,1
leaf10	chr_10	91000000	92000000	1,1
leaf1	chr_10	92000000	93000000	1,1
leaf2	chr_10	92000000	93000000	1,1
leaf3	chr_10	92000000	93000000	1,1
leaf4	chr_10	92000000	93000000	1,1
leaf5	chr_10	92000000	93000000	1,1
leaf6	chr_10	92000000	93000000	1,1
leaf7	chr_10	92000000	93000000	1,1
leaf8	chr_10	92000000	93000000	1,1
leaf9	chr_10	92000000	93000000	1,1
leaf10	chr_10	92000000	93000000	1,1
leaf1	chr_10	93000000	94000000	1,1
leaf2	chr_10	93000000	94000000	1,1
leaf3	chr_10	93000000	94000000	1,1
leaf4	chr_10	93000000	94000000	1,1
leaf5	chr_10	93000000	94000000	1,1
leaf6	chr_10	93000000	94000000	1,1
leaf7	chr_10	93000000	94000000	1,1
leaf8	chr_10	93000000	94000000	1,1
leaf9	chr_10	93000000	94000000	1,1
leaf10	chr_10	93000000	94000000	1,1
leaf1	chr_10	94000000	95000000	1,1
leaf2	chr_10	94000000	95000000	1,1
leaf3	chr_10	94000000	95000000	1,1
leaf4	chr_10	94000000	95000000	1,1
leaf5	chr_10	94000000	95000000	1,1
leaf6	chr_10	94000000	95000000	1,1
leaf7	chr_10	94000000	95000000	1,1
leaf8	chr_10	94000000	95000000	1,1
leaf9	chr_10	94000000	95000000	1,1
leaf10	chr_10	94000000	95000000	1,1
leaf1	chr_10	95000000	96000000	1,1
leaf2	chr_10	95000000	96000000	1,1
leaf3	chr_10	95000000	96000000	1,1
leaf4	chr_10	95000000	96000000	1,1
leaf5	chr_10	95000000	96000000	1,1
leaf6	chr_10	95000000	96000000	1,1
leaf7	chr_10	95000000	96000000	1,1
leaf8	chr_10	95000000	96000000	1,1
leaf9	chr_10	95000000	96000000	1,1
leaf10	chr_10	95000000	96000000	1,1
leaf1	chr_10	96000000	97000000	1,1
leaf2	chr_10	96000000	97000000	1,1
leaf3	chr_10	96000000	97000000	1,1
leaf4	chr_10	96000000	97000000	1,1
leaf5	chr_10	96000000	97000000	1,1
leaf6	chr_10	96000000	97000000	1,1
leaf7	chr_10	96000000	97000000	1,1
leaf8	chr_10	96000000	97000000	1,1
leaf9	chr_10	96000000	97000000	1,1
leaf10	chr_10	96000000	97000000	1,1
leaf1	chr_10	97000000	98000000	1,1
leaf2	chr_10	97000000	98000000	1,1
leaf3	chr_10	97000000	98000000	1,1
leaf4	chr_10	97000000	98000000	1,1
leaf5	chr_10	97000000	98000000	1,1
leaf6	chr_10	97000000	98000000	1,1
leaf7	chr_10	97000000	98000000	1,1
leaf8	chr_10	97000000	98000000	1,1
leaf9	chr_10	97000000	98000000	1,1
leaf10	chr_10	97000000	98000000	1,1
leaf1	chr_10	98000000	99000000	1,1
leaf2	chr_10	98000000	99000000	1,1
leaf3	chr_10	98000000	99000000	1,1
leaf4	chr_10	98000000	99000000	1,1
leaf5	chr_10	98000000	99000000	1,1
leaf6	chr_10	98000000	99000000	1,1
leaf7	chr_10	98000000	99000000	1,1
leaf8	chr_10	98000000	99000000	1,1
leaf9	chr_10	98000000	99000000	1,1
leaf10	chr_10	98000000	99000000	1,1
leaf1	chr_10	99000000	100000000	1,1
leaf2	chr_10	99000000	100000000	1,1
leaf3	chr_10	99000000	100000000	1,1
leaf4	chr_10	99000000	100000000	1,1
leaf5	chr_10	99000000	100000000	1,1
leaf6	chr_10	99000000	100000000	1,1
leaf7	chr_10	99000000	100000000	1,1
leaf8	chr_10	99000000	100000000	1,1
leaf9	chr_10	99000000	100000000	1,1
leaf10	chr_10	99000000	100000000	1,1
leaf1	chr_10	100000000	101000000	1,1
leaf2	chr_10	100000000	101000000	1,1
leaf3	chr_10	100000000	101000000	1,1
leaf4	chr_10	100000000	101000000	1,1
leaf5	chr_10	100000000	101000000	1,1
leaf6	chr_10	100000000	101000000	1,1
leaf7	chr_10	100000000	101000000	1,1
leaf8	chr_10	100000000	101000000	1,1
leaf9	chr_10	100000000	101000000	1,1
leaf10	chr_10	100000000	101000000	1,1
leaf1	chr_10	101000000	102000000	1,1
leaf2	chr_10	101000000	102000000	1,1
leaf3	chr_10	101000000	102000000	1,1
leaf4	chr_10	101000000	102000000	1,1
leaf5	chr_10	101000000	102000000	1,1
leaf6	chr_10	101000000	102000000	1,1
leaf7	chr_10	101000000	102000000	1,1
leaf8	chr_10	101000000	102000000	1,1
leaf9	chr_10	101000000	102000000	1,1
leaf10	chr_10	101000000	102000000	1,1
leaf1	chr_10	102000000	103000000	1,1
leaf2	chr_10	102000000	103000000	1,1
leaf3	chr_10	102000000	103000000	1,1
leaf4	chr_10	102000000	103000000	1,1
leaf5	chr_10	102000000	103000000	1,1
leaf6	chr_10	102000000	103000000	1,1
leaf7	chr_10	102000000	103000000	1,1
leaf8	chr_10	102000000	103000000	1,1
leaf9	chr_10	102000000	103000000	1,1
leaf10	chr_10	102000000	103000000	1,1
leaf1	chr_10	103000000	104000000	1,1
leaf2	chr_10	103000000	104000000	1,1
leaf3	chr_10	103000000	104000000	1,1
leaf4	chr_10	103000000	104000000	1,1
leaf5	chr_10	103000000	104000000	1,1
leaf6	chr_10	103000000	104000000	1,1
leaf7	chr_10	103000000	104000000	1,1
leaf8	chr_10	103000000	104000000	1,1
leaf9	chr_10	103000000	104000000	1,1
leaf10	chr_10	103000000	104000000	1,1
leaf1	chr_10	104000000	105000000	1,1
leaf2	chr_10	104000000	105000000	1,1
leaf3	chr_10	104000000	105000000	1,1
leaf4	chr_10	104000000	105000000	1,1
leaf5	chr_10	104000000	105000000	1,1
leaf6	chr_10	104000000	105000000	1,1
leaf7	chr_10	104000000	105000000	1,1
leaf8	chr_10	104000000	105000000	1,1
leaf9	chr_10	104000000	105000000	1,1
leaf10	chr_10	104000000	105000000	1,1
leaf1	chr_10	105000000	106000000	1,1
leaf2	chr_10	105000000	106000000	1,1
leaf3	chr_10	105000000	106000000	1,1
leaf4	chr_10	105000000	106000000	1,1
leaf5	chr_10	105000000	106000000	1,1
leaf6	chr_10	105000000	106000000	1,1
leaf7	chr_10	105000000	106000000	1,1
leaf8	chr_10	105000000	106000000	1,1
leaf9	chr_10	105000000	106000000	1,1
leaf10	chr_10	105000000	106000000	1,1
leaf1	chr_10	106000000	107000000	1,1
leaf2	chr_10	106000000	107000000	1,1
leaf3	chr_10	106000000	107000000	1,1
leaf4	chr_10	106000000	107000000	1,1
leaf5	chr_10	106000000	107000000	1,1
leaf6	chr_10	106000000	107000000	1,1
leaf7	chr_10	106000000	107000000	1,1
leaf8	chr_10	106000000	107000000	1,1
leaf9	chr_10	106000000	107000000	1,1
leaf10	chr_10	106000000	107000000	1,1
leaf1	chr_10	107000000	108000000	1,1
leaf2	chr_10	107000000	108000000	1,1
leaf3	chr_10	107000000	108000000	1,1
leaf4	chr_10	107000000	108000000	1,1
leaf5	chr_10	107000000	108000000	1,1
leaf6	chr_10	107000000	108000000	1,1
leaf7	chr_10	107000000	108000000	1,1
leaf8	chr_10	107000000	108000000	1,1
leaf9	chr_10	107000000	108000000	1,1
leaf10	chr_10	107000000	108000000	1,1
leaf1	chr_10	108000000	109000000	1,1
leaf2	chr_10	108000000	109000000	1,1
leaf3	chr_10	108000000	109000000	1,1
leaf4	chr_10	108000000	109000000	1,1
leaf5	chr_10	108000000	109000000	1,1
leaf6	chr_10	108000000	109000000	1,1
leaf7	chr_10	108000000	109000000	1,1
leaf8	chr_10	108000000	109000000	1,1
leaf9	chr_10	108000000	109000000	1,1
leaf10	chr_10	108000000	109000000	1,1
leaf1	chr_10	109000000	110000000	1,1
leaf2	chr_10	109000000	110000000	1,1
leaf3	chr_10	109000000	110000000	1,1
leaf4	chr_10	109000000	110000000	1,1
leaf5	chr_10	109000000	110000000	1,1
leaf6	chr_10	109000000	110000000	1,1
leaf7	chr_10	109000000	110000000	1,1
leaf8	chr_10	109000000	110000000	1,1
leaf9	chr_10	109000000	110000000	1,1
leaf10	chr_10	109000000	110000000	1,1
leaf1	chr_10	110000000	111000000	1,1
leaf2	chr_10	110000000	111000000	1,1
leaf3	chr_10	110000000	111000000	1,1
leaf4	chr_10	110000000	111000000	1,1
leaf5	chr_10	110000000	111000000	1,1
leaf6	chr_10	110000000	111000000	1,1
leaf7	chr_10	110000000	111000000	1,1
leaf8	chr_10	110000000	111000000	1,1
leaf9	chr_10	110000000	111000000	1,1
leaf10	chr_10	110000000	111000000	1,1
leaf1	chr_10	111000000	112000000	1,1
leaf2	chr_10	111000000	112000000	1,1
leaf3	chr_10	111000000	112000000	1,1
leaf4	chr_10	111000000	112000000	1,1
leaf5	chr_10	111000000	112000000	1,1
leaf6	chr_10	111000000	112000000	1,1
leaf7	chr_10	111000000	112000000	1,1
leaf8	chr_10	111000000	112000000	1,1
leaf9	chr_10	111000000	112000000	1,1
leaf10	chr_10	111000000	112000000	1,1
leaf1	chr_10	112000000	113000000	1,1
leaf2	chr_10	112000000	113000000	1,1
leaf3	chr_10	112000000	113000000	1,1
leaf4	chr_10	112000000	113000000	1,1
leaf5	chr_10	112000000	113000000	1,1
leaf6	chr_10	112000000	113000000	1,1
leaf7	chr_10	112000000	113000000	1,1
leaf8	chr_10	112000000	113000000	1,1
leaf9	chr_10	112000000	113000000	1,1
leaf10	chr_10	112000000	113000000	1,1
leaf1	chr_10	113000000	114000000	1,1
leaf2	chr_10	113000000	114000000	1,1
leaf3	chr_10	113000000	114000000	1,1
leaf4	chr_10	113000000	114000000	1,1
leaf5	chr_10	113000000	114000000	1,1
leaf6	chr_10	113000000	114000000	1,1
leaf7	chr_10	113000000	114000000	1,1
leaf8	chr_10	113000000	114000000	1,1
leaf9	chr_10	113000000	114000000	1,1
leaf10	chr_10	113000000	114000000	1,1
leaf1	chr_10	114000000	115000000	1,1
leaf2	chr_10	114000000	115000000	1,1
leaf3	chr_10	114000000	115000000	1,1
leaf4	chr_10	114000000	115000000	1,1
leaf5	chr_10	114000000	115000000	1,1
leaf6	chr_10	114000000	115000000	1,1
leaf7	chr_10	114000000	115000000	1,1
leaf8	chr_10	114000000	115000000	1,1
leaf9	chr_10	114000000	115000000	1,1
leaf10	chr_10	114000000	115000000	1,1
leaf1	chr_10	115000000	116000000	1,1
leaf2	chr_10	115000000	116000000	1,1
leaf3	chr_10	115000000	116000000	1,1
leaf4	chr_10	115000000	116000000	1,1
leaf5	chr_10	115000000	116000000	1,1
leaf6	chr_10	115000000	116000000	1,1
leaf7	chr_10	115000000	116000000	1,1
leaf8	chr_10	115000000	116000000	1,1
leaf9	chr_10	115000000	116000000	1,1
leaf10	chr_10	115000000	116000000	1,1
leaf1	chr_10	116000000	117000000	1,1
leaf2	chr_10	116000000	117000000	1,1
leaf3	chr_10	116000000	117000000	1,1
leaf4	chr_10	116000000	117000000	1,1
leaf5	chr_10	116000000	117000000	1,1
leaf6	chr_10	116000000	117000000	1,1
leaf7	chr_10	116000000	117000000	1,1
leaf8	chr_10	116000000	117000000	1,1
leaf9	chr_10	116000000	117000000	1,1
leaf10	chr_10	116000000	117000000	1,1
leaf1	chr_10	117000000	118000000	1,1
leaf2	chr_10	117000000	118000000	1,1
leaf3	chr_10	117000000	118000000	1,1
leaf4	chr_10	117000000	118000000	1,1
leaf5	chr_10	117000000	118000000	1,1
leaf6	chr_10	117000000	118000000	1,1
leaf7	chr_10	117000000	118000000	1,1
leaf8	chr_10	117000000	118000000	1,1
leaf9	chr_10	117000000	118000000	1,1
leaf10	chr_10	117000000	118000000	1,1
leaf1	chr_10	118000000	119000000	1,1
leaf2	chr_10	118000000	119000000	1,1
leaf3	chr_10	118000000	119000000	1,1
leaf4	chr_10	118000000	119000000	1,1
leaf5	chr_10	118000000	119000000	1,1
leaf6	chr_10	118000000	119000000	1,1
leaf7	chr_10	118000000	119000000	1,1
leaf8	chr_10	118000000	119000000	1,1
leaf9	chr_10	118000000	119000000	1,1
leaf10	chr_10	118000000	119000000	1,1
leaf1	chr_10	119000000	120000000	1,1
leaf2	chr_10	119000000	120000000	1,1
leaf3	chr_10	119000000	120000000	1,1
leaf4	chr_10	119000000	120000000	1,1
leaf5	chr_10	119000000	120000000	1,1
leaf6	chr_10	119000000	120000000	1,1
leaf7	chr_10	119000000	120000000	1,1
leaf8	chr_10	119000000	120000000	1,1
leaf9	chr_10	119000000	120000000	1,1
leaf10	chr_10	119000000	120000000	1,1
leaf1	chr_10	120000000	121000000	1,1
leaf2	chr_10	120000000	121000000	1,1
leaf3	chr_10	120000000	121000000	1,1
leaf4	chr_10	120000000	121000000	1,1
leaf5	chr_10	120000000	121000000	1,1
leaf6	chr_10	120000000	121000000	1,1
leaf7	chr_10	120000000	121000000	1,1
leaf8	chr_10	120000000	121000000	1,1
leaf9	chr_10	120000000	121000000	1,1
leaf10	chr_10	120000000	121000000	1,1
leaf1	chr_10	121000000	122000000	1,1
leaf2	chr_10	121000000	122000000	1,1
leaf3	chr_10	121000000	122000000	1,1
leaf4	chr_10	121000000	122000000	1,1
leaf5	chr_10	121000000	122000000	1,1
leaf6	chr_10	121000000	122000000	1,1
leaf7	chr_10	121000000	122000000	1,1
leaf8	chr_10	121000000	122000000	1,1
leaf9	chr_10	121000000	122000000	1,1
leaf10	chr_10	121000000	122000000	1,1
leaf1	chr_10	122000000	123000000	1,1
leaf2	chr_10	122000000	123000000	1,1
leaf3	chr_10	122000000	123000000	1,1
leaf4	chr_10	122000000	123000000	1,1
leaf5	chr_10	122000000	123000000	1,1
leaf6	chr_10	122000000	123000000	1,1
leaf7	chr_10	122000000	123000000	1,1
leaf8	chr_10	122000000	123000000	1,1
leaf9	chr_10	122000000	123000000	1,1
leaf10	chr_10	122000000	123000000	1,1
leaf1	chr_10	123000000	124000000	1,1
leaf2	chr_10	123000000	124000000	1,1
leaf3	chr_10	123000000	124000000	1,1
leaf4	chr_10	123000000	124000000	1,1
leaf5	chr_10	123000000	124000000	1,1
leaf6	chr_10	123000000	124000000	1,1
leaf7	chr_10	123000000	124000000	1,1
leaf8	chr_10	123000000	124000000	1,1
leaf9	chr_10	123000000	124000000	1,1
leaf10	chr_10	123000000	124000000	1,1
leaf1	chr_10	124000000	125000000	1,1
leaf2	chr_10	124000000	125000000	1,1
leaf3	chr_10	124000000	125000000	1,1
leaf4	chr_10	124000000	125000000	1,1
leaf5	chr_10	124000000	125000000	1,1
leaf6	chr_10	124000000	125000000	1,1
leaf7	chr_10	124000000	125000000	1,1
leaf8	chr_10	124000000	125000000	1,1
leaf9	chr_10	124000000	125000000	1,1
leaf10	chr_10	124000000	125000000	1,1
leaf1	chr_10	125000000	126000000	1,1
leaf2	chr_10	125000000	126000000	1,1
leaf3	chr_10	125000000	126000000	1,1
leaf4	chr_10	125000000	126000000	1,1
leaf5	chr_10	125000000	126000000	1,1
leaf6	chr_10	125000000	126000000	1,1
leaf7	chr_10	125000000	126000000	1,1
leaf8	chr_10	125000000	126000000	1,1
leaf9	chr_10	125000000	126000000	1,1
leaf10	chr_10	125000000	126000000	1,1
leaf1	chr_10	126000000	127000000	1,1
leaf2	chr_10	126000000	127000000	1,1
leaf3	chr_10	126000000	127000000	1,1
leaf4	chr_10	126000000	127000000	1,1
leaf5	chr_10	126000000	127000000	1,1
leaf6	chr_10	126000000	127000000	1,1
leaf7	chr_10	126000000	127000000	1,1
leaf8	chr_10	126000000	127000000	1,1
leaf9	chr_10	126000000	127000000	1,1
leaf10	chr_10	126000000	127000000	1,1
leaf1	chr_10	127000000	128000000	1,1
leaf2	chr_10	127000000	128000000	1,1
leaf3	chr_10	127000000	128000000	1,1
leaf4	chr_10	127000000	128000000	1,1
leaf5	chr_10	127000000	128000000	1,1
leaf6	chr_10	127000000	128000000	1,1
leaf7	chr_10	127000000	128000000	1,1
leaf8	chr_10	127000000	128000000	1,1
leaf9	chr_10	127000000	128000000	1,1
leaf10	chr_10	127000000	128000000	1,1
leaf1	chr_10	128000000	129000000	1,1
leaf2	chr_10	128000000	129000000	1,1
leaf3	chr_10	128000000	129000000	1,1
leaf4	chr_10	128000000	129000000	1,1
leaf5	chr_10	128000000	129000000	1,1
leaf6	chr_10	128000000	129000000	1,1
leaf7	chr_10	128000000	129000000	1,1
leaf8	chr_10	128000000	129000000	1,1
leaf9	chr_10	128000000	129000000	1,1
leaf10	chr_10	128000000	129000000	1,1
leaf1	chr_10	129000000	130000000	1,1
leaf2	chr_10	129000000	130000000	1,1
leaf3	chr_10	129000000	130000000	1,1
leaf4	chr_10	129000000	130000000	1,1
leaf5	chr_10	129000000	130000000	1,1
leaf6	chr_10	129000000	130000000	1,1
leaf7	chr_10	129000000	130000000	1,1
leaf8	chr_10	129000000	130000000	1,1
leaf9	chr_10	129000000	130000000	1,1
leaf10	chr_10	129000000	130000000	1,1
leaf1	chr_10	130000000	131000000	1,1
leaf2	chr_10	130000000	131000000	1,1
leaf3	chr_10	130000000	131000000	1,1
leaf4	chr_10	130000000	131000000	1,1
leaf5	chr_10	130000000	131000000	1,1
leaf6	chr_10	130000000	131000000	1,1
leaf7	chr_10	130000000	131000000	1,1
leaf8	chr_10	130000000	131000000	1,1
leaf9	chr_10	130000000	131000000	1,1
leaf10	chr_10	130000000	131000000	1,1
leaf1	chr_10	131000000	132000000	1,1
leaf2	chr_10	131000000	132000000	1,1
leaf3	chr_10	131000000	132000000	1,1
leaf4	chr_10	131000000	132000000	1,1
leaf5	chr_10	131000000	132000000	1,1
leaf6	chr_10	131000000	132000000	1,1
leaf7	chr_10	131000000	132000000	1,1
leaf8	chr_10	131000000	132000000	1,1
leaf9	chr_10	131000000	132000000	1,1
leaf10	chr_10	131000000	132000000	1,1
leaf1	chr_10	132000000	133000000	1,1
leaf2	chr_10	132000000	133000000	1,1
leaf3	chr_10	132000000	133000000	1,1
leaf4	chr_10	132000000	133000000	1,1
leaf5	chr_10	132000000	133000000	1,1
leaf6	chr_10	132000000	133000000	1,1
leaf7	chr_10	132000000	133000000	1,1
leaf8	chr_10	132000000	133000000	1,1
leaf9	chr_10	132000000	133000000	1,1
leaf10	chr_10	132000000	133000000	1,1
leaf1	chr_10	133000000	134000000	1,1
leaf2	chr_10	133000000	134000000	1,1
leaf3	chr_10	133000000	134000000	1,1
leaf4	chr_10	133000000	134000000	1,1
leaf5	chr_10	133000000	134000000	1,1
leaf6	chr_10	133000000	134000000	1,1
leaf7	chr_10	133000000	134000000	1,1
leaf8	chr_10	133000000	134000000	1,1
leaf9	chr_10	133000000	134000000	1,1
leaf10	chr_10	133000000	134000000	1,1
leaf1	chr_10	134000000	135534000	1,1
leaf2	chr_10	134000000	135534000	1,1
leaf3	chr_10	134000000	135534000	1,1
leaf4	chr_10	134000000	135534000	1,1
leaf5	chr_10	134000000	135534000	1,1
